"","logFC","AveExpr","t","P.Value","adj.P.Val"
"BANF2",-4.77807527147547,-3.33965855484365,-18.5163624046589,6.53043782567511e-54,5.84300298000198e-52
"REG1B",-10.1141076819234,7.64408314969207,-18.5092799251361,6.97530301424605e-54,6.20432687520086e-52
"CLPSL2",-4.60406323436354,-3.01560735872986,-18.399166671127,1.94330108988428e-53,1.71840092281522e-51
"SULF2",3.23923910345047,5.66961006309963,18.3942487540313,2.03429421105683e-53,1.7884048119413e-51
"IL12RB2",-3.84421086234146,0.35310621773138,-18.3707745058681,2.53089836082792e-53,2.21212220312596e-51
"CYP3A43",-6.72648200290825,-2.66298771830054,-18.3608188947494,2.77655205932584e-53,2.41288756833713e-51
"COL5A2",3.8381194221143,6.28418668487551,18.3334271443683,3.5825863224551e-53,3.09555930181963e-51
"KCNN2",-3.31867855206051,0.693227252145276,-18.2690800045521,6.51959746262813e-53,5.60129734275e-51
"TRHDE",-4.68286096642064,2.61878792030691,-18.24789922897,7.93980111997372e-53,6.78292275339676e-51
"LENG8",-2.98664216821207,8.44701414381223,-18.2324226526636,9.16954613641081e-53,7.78947792857685e-51
"SYCP2L",-3.75152934725214,-0.285136506424102,-18.2111013588481,1.11815636110435e-52,9.44561024372001e-51
"PAK3",-3.83568121987395,4.08774178044277,-18.1792920295039,1.50326190894683e-52,1.26282351806583e-50
"SH3KBP1",2.79963261832813,4.34077615250493,18.1719480570833,1.60956687852141e-52,1.34465529116698e-50
"PLEKHH3",-3.00012405836175,5.67194312673831,-18.1237858177384,2.5194792153578e-52,2.09324424260578e-50
"JMJD7-PLA2G4B",-2.86239511322821,4.35321103626002,-18.1039378832928,3.0304331209778e-52,2.50399886460685e-50
"GRB14",-3.34292403854425,2.75563896010672,-18.1019390983995,3.08731212194038e-52,2.53713296716633e-50
"SEL1L",-3.10494904440366,8.18493745716967,-18.099110788318,3.16962536619547e-52,2.59069757633739e-50
"FXYD5",3.48451692234426,5.33175101179445,18.0747863723961,3.97453151276259e-52,3.23112317228404e-50
"NQO1",4.46095438897914,4.90913626989534,18.0678871955033,4.23799294259345e-52,3.42688188689602e-50
"TMED6",-4.91821267677541,3.1746106692554,-18.0280492473338,6.13918053836057e-52,4.93779515534841e-50
"XBP1",-2.98590474234255,8.68177202961042,-18.0251958817422,6.30431707965557e-52,5.0437872254747e-50
"IMPA2",-3.18200515846632,6.40753598763881,-17.9756244007011,9.9977132803284e-52,7.95660118483398e-50
"EPHX4",4.822832817655,-1.53320832392031,17.9597111702227,1.15927164975883e-51,9.17766838534201e-50
"DBH",-3.78264184779778,-0.523421930771739,-17.9230638818606,1.63013322235092e-51,1.28381481537335e-49
"PRSS2",-8.97448479572006,11.6145552710812,-17.8661249126204,2.76829557333563e-51,2.16888069245638e-49
"DCT",-3.70787932529863,-1.47012135310762,-17.8051013684384,4.88286186410653e-51,3.80586362098736e-49
"CCDC180",-2.78046070982966,2.14330396359589,-17.7840884370874,5.93655886159728e-51,4.60342084852372e-49
"CPA1",-11.1459136660202,10.0673335013652,-17.7456687253228,8.48560063613097e-51,6.54646771525186e-49
"IFI27",4.4224303640406,5.35522770810543,17.6786537550149,1.58224389989473e-50,1.21447258935575e-48
"TRIM66",-2.55589041304789,4.2524899707482,-17.6451953580595,2.15950747504358e-50,1.64918750152191e-48
"LSMEM1",-2.99324251473022,1.13888028116689,-17.6435415331445,2.19296346148783e-50,1.666321633224e-48
"PRSS1",-9.78568188016747,10.7425088723683,-17.6411892200475,2.24144408927743e-50,1.6946438036982e-48
"MASP2",-3.19506326050147,0.226531374642313,-17.5453429160875,5.46284737967548e-50,4.10963757353596e-48
"PLEKHH1",-2.9679784447795,4.98856904772575,-17.5382616190941,5.83444120044687e-50,4.36745472237411e-48
"HOMER2",-3.71547294362607,6.11880393428148,-17.5171833043379,7.09689150365869e-50,5.28631016880901e-48
"CHRM3",-3.76551414852144,3.15391871407801,-17.5060033218599,7.87384334654996e-50,5.83629339427362e-48
"SLC16A12",-4.97825140157322,3.16640950857871,-17.4878033802036,9.32464567855034e-50,6.87794962465169e-48
"SPACA3",-4.87475058156627,-1.37563042915862,-17.4718829590942,1.08112430194274e-49,7.93576726683306e-48
"IL22RA1",-4.20615825169555,6.01286490968493,-17.4580037573588,1.2299273903634e-49,8.98441162786715e-48
"VCAN",4.29629339659783,6.00618299396535,17.4537175848638,1.27989422958218e-49,9.30446184880388e-48
"KIF4A",4.85494546968077,0.370875167726918,17.4310569482067,1.5798117504116e-49,1.14298246306095e-47
"DTNA",-3.15038384422104,3.74572014761478,-17.4217409784478,1.72262815783785e-49,1.24037430355553e-47
"RNF186",-4.36274512376407,2.39754344899285,-17.3972635510384,2.16243319466372e-49,1.54967546618531e-47
"CELA3A",-10.908380710404,9.40414399155314,-17.3926434706719,2.25725667529439e-49,1.60695430247272e-47
"TMEM72",-4.43561671433551,0.0388584706635758,-17.3923406383442,2.26361527958925e-49,1.60695430247272e-47
"SLC25A27",-3.16107989006443,3.06009753020038,-17.3819779404859,2.49233569079323e-49,1.76105644768619e-47
"MST1L",-3.69143050661055,4.39451473800859,-17.275262955973,6.71451946467291e-49,4.722337154666e-47
"PAN2",-2.50092592802696,5.72358262510853,-17.2680727842612,7.17808672180946e-49,5.02499302409634e-47
"THBS2",4.23037546043636,6.10527098228175,17.2508910446875,8.41956050891843e-49,5.86692048181362e-47
"ZNF98",-3.98884522987579,-1.14570441227606,-17.2177583547122,1.14518347360732e-48,7.9432657359708e-47
"UBE2T",4.03093718955773,0.537030906010186,17.1816840231405,1.60066707919345e-48,1.10519118285316e-46
"GAMT",-3.34388077642032,4.93608527270821,-17.1304082206131,2.57615142576633e-48,1.77063571404603e-46
"F11",-4.52829259088389,2.50058785686345,-17.1128537946655,3.03190311476976e-48,2.07445280535899e-46
"TTYH1",-3.72177460617242,3.05365079486768,-17.0771442252355,4.22286674418848e-48,2.87630486661595e-46
"GYS2",-4.19145758304697,-2.56929500301471,-17.0531369540256,5.27633143153762e-48,3.57773128144755e-46
"PSAT1",-3.68030686793668,4.31586499106108,-17.0414122966293,5.88256306294385e-48,3.97099268190955e-46
"TIMP1",3.31724020891842,7.56468745126684,17.0402986670609,5.94364527117874e-48,3.99439378424417e-46
"CYP17A1",-4.13067554042785,-1.4815506434897,-17.0070556869626,8.090261714798e-48,5.41295784909117e-46
"MMP12",7.46317003453454,-1.0693502115915,16.955287753225,1.30753299845502e-47,8.70978258574376e-46
"HLA-DRA",3.43503848387389,7.17760423667048,16.9066708915923,2.05212565128649e-47,1.36097333215364e-45
"C8orf49",-3.98181530729426,-0.132365061508656,-16.8729339383815,2.8055261532451e-47,1.85250484555542e-45
"CALML6",-3.61602290019913,-0.898255962734469,-16.8548583898795,3.31717870428189e-47,2.18082866032376e-45
"KLB",-4.44741087455043,0.742718066466348,-16.8453964413109,3.62118482408109e-47,2.37038682791906e-45
"PLAT",4.01356798869681,5.73949989356916,16.8370934978517,3.91080579804148e-47,2.5489351065597e-45
"GPHA2",-6.84987430655788,0.367950688421536,-16.8360224057383,3.94981540723654e-47,2.56331153531433e-45
"MTERF2",-2.49801752390696,4.18850492446782,-16.8290478868861,4.21351697749105e-47,2.72276026566847e-45
"ALDH1L2",-3.34424841105427,5.01340405454787,-16.8090936917563,5.06922662084855e-47,3.26177769080217e-45
"TP53INP1",-2.7392320570834,6.1074408095324,-16.8079672953313,5.12240766701724e-47,3.28203077682067e-45
"SLC16A10",-3.5640618530772,3.74785358521286,-16.8009792943298,5.46502395405323e-47,3.48677751937717e-45
"FGF17",-3.85182686775402,-0.528212174303384,-16.7361166621857,9.96622393728378e-47,6.33190219141462e-45
"CKAP2L",4.67110769775309,-0.636130018068606,16.6995052209952,1.39885847798083e-46,8.85026738307455e-45
"C6orf201",-3.5943480111499,-2.08725515303008,-16.6833520957302,1.62453124542044e-46,1.02352237341677e-44
"PNLIP",-10.8878056130915,9.17473094490469,-16.6763237812311,1.73375649580608e-46,1.08574844950374e-44
"ONECUT1",-4.72876647068424,1.45796271301975,-16.6760810509084,1.73765706487604e-46,1.08574844950374e-44
"LAMB3",5.30577897283205,5.52194443329952,16.6342884824056,2.55848123378326e-46,1.59204916609204e-44
"CORO2A",4.95598926822288,2.8491367940581,16.6240795737215,2.81202061277963e-46,1.74264605269839e-44
"TMPRSS9",-3.81332117903167,-1.61525210368838,-16.5938249091516,3.7206302118482e-46,2.29631222176966e-44
"EGFL6",4.87861488223544,-1.28119802529915,16.5715782571828,4.57103349479605e-46,2.80969908434192e-44
"PAX2",-3.91663885841163,-2.31934010669179,-16.5633293054652,4.93354966717022e-46,3.02025119503162e-44
"ANPEP",-4.36214211612121,8.13148402041568,-16.5401758005525,6.11199784158548e-46,3.72659352268605e-44
"ANO1",3.65840974757818,4.85556794942777,16.5253851168049,7.00810049677095e-46,4.25580271532825e-44
"MYLK2",-4.46994843544524,1.00807406138185,-16.4970233287187,9.11001600086124e-46,5.51010207796091e-44
"NPIPA2",-4.43290212352071,-2.09114585748213,-16.4675680949184,1.19620919187097e-45,7.20632637062987e-44
"LUM",3.57558347992605,7.51413977606028,16.3888314398186,2.47676714836439e-45,1.48615857342928e-43
"TMSB10",2.6887130491608,8.43642997886915,16.3852587579072,2.55990068151502e-45,1.52997068004698e-43
"CHRNB3",-4.47587869599517,-2.58431791249175,-16.3537801711536,3.42403028672147e-45,2.03837645533525e-43
"CTRB1",-10.5842241779714,9.42702783042369,-16.2735208247319,7.18561215887336e-45,4.26092711585585e-43
