"","logFC","AveExpr","t","P.Value","adj.P.Val"
"C14orf180",-6.49382570197141,-2.07956945764333,-27.9242233547421,1.5399071110546e-134,1.47639733256909e-132
"TAL1",-3.30141838168805,1.5592363986415,-27.919356800488,1.67546422758137e-134,1.59691452232359e-132
"ANGPTL7",-5.81707402714887,-2.92462343828605,-27.7710023426148,2.18963630837868e-133,2.07477643886899e-131
"NOTCH4",-3.16859794252717,4.82325019637927,-27.6775496371957,1.10352231221537e-132,1.03955651307126e-130
"SOD3",-3.99975765429131,3.79099053237787,-27.6256414413046,2.708209328643e-132,2.5364806793065e-130
"PQLC2L",-4.2334128555326,-0.230257319952584,-27.5441433889,1.10783959064257e-131,1.0316278670794e-129
"TNXB",-4.38927724697493,4.70762134254279,-27.4947071515682,2.60236091809099e-131,2.4094887974759e-129
"ANKRD53",-3.87485346916317,-0.655000229521103,-27.3926682319348,1.51485789092155e-130,1.39461604582966e-128
"ADGRD1",-3.85978274150143,1.51009547375397,-27.0822862125917,3.18301749852081e-128,2.91380974737473e-126
"MUSTN1",-5.12474317006848,-0.877018184975762,-27.077130772415,3.47821487572759e-128,3.1661525635626e-126
"GPRASP1",-3.24563313081821,2.82846695712601,-27.0696121348178,3.95845978239271e-128,3.58318010358151e-126
"AMT",-3.32271743961874,2.54367208539989,-27.0347024432881,7.215611188724e-128,6.49525267171638e-126
"PKHD1L1",-5.14473530349839,-1.68912028464232,-27.012410502667,1.05859199612466e-127,9.4764453664132e-126
"LIPE",-4.70213563837569,3.9720412763229,-26.9909715124522,1.53031301194992e-127,1.36239899629805e-125
"ARHGAP6",-3.17755314656412,2.0087991028904,-26.9723463929697,2.10764451385213e-127,1.86612918349432e-125
"AKR1C1",-4.46801691286252,2.67000336970828,-26.9579968396455,2.69701992230247e-127,2.37498988049277e-125
"RASGRP2",-3.4770776663534,2.04908400493749,-26.947469686389,3.23173413872186e-127,2.83047504052488e-125
"PRR26",-4.2409999170167,-1.62601909626682,-26.9175031836296,5.40746914665519e-127,4.71060336469108e-125
"TPO",-4.01168147609818,0.728188638192941,-26.8543073287336,1.60040788292672e-126,1.38670635973591e-124
"CDO1",-4.13576749174783,1.731961440764,-26.7628827991367,7.68110864586651e-126,6.62005337175399e-124
"CHRDL1",-4.92233957962255,3.17364237971679,-26.7530348407748,9.09413913055631e-126,7.7964199117674e-124
