"","logFC","AveExpr","t","P.Value","adj.P.Val"
"ZFY",-1.55445490021115,-0.319419459025843,-0.130255215483546,0.4482094851377,1
"CKMT2",-1.53370263950888,-1.53201323485167,-0.129969270433482,0.448322538425326,1
"UCP2",1.52180312299229,3.91812035513929,0.121445791819211,0.451694335123451,1
"COL22A1",1.54554027448823,-1.7786605231606,0.120371672178266,0.452119498601008,1
"SNRPB",1.50886362702002,6.64157194779459,0.119096450418299,0.452624334821923,1
"NFKBID",-1.51143411503228,0.790099694332243,-0.117841056726244,0.453121396541118,1
"GFPT2",-1.52681884347813,-0.128277630651874,-0.115310462483247,0.454123585514124,1
"RORA",-1.51245252278987,4.95910619648,-0.115071502486533,0.454218235871196,1
"HYDIN",-1.52833154526628,-1.796708816855,-0.114805247041095,0.454323700833248,1
"UMODL1",-1.52732235695087,-3.92159116547283,-0.114659109498044,0.454381587935372,1
"RBM14-RBM4",-1.50923035171735,1.19633803945887,-0.113807299140495,0.454719021104626,1
"LTB",1.52924036999736,2.00707264016179,0.112535460183908,0.455222903868166,1
"BBOX1",-1.53020369379228,2.16744386806455,-0.109890863151875,0.456270882429204,1
"DBN1",1.52375745426697,3.61057881229,0.106611533129311,0.457570810718569,1
"GNMT",-1.52906337749645,4.82726823614802,-0.106435572112362,0.457640574765333,1
"CHGA",-1.52665485084803,-3.66470038109496,-0.102642993824527,0.459144549801821,1
"PODXL",1.51540323643549,4.59749495984566,0.102320601867166,0.459272424084633,1
"ANKRD45",1.52120820669575,-3.28500877725911,0.100723472526884,0.459905975200026,1
"SEC14L3",-1.52931096633514,-1.67171096017279,-0.0995696469786212,0.460363739693155,1
"KCNA2",-1.51857057152151,-3.64984163335197,-0.0979467372682964,0.461007695964321,1
"PIGL",-1.50693346244719,2.70122698842624,-0.091868149238466,0.463420524079651,1
"ARG1",-1.52257251229728,7.63959546719751,-0.083826509466248,0.466614624350927,1
"FCGR1A",1.51869970891541,0.603832149068923,0.0818824508829563,0.467387126734967,1
"TSPAN15",1.51698464778095,2.9707822083678,0.0818347310611536,0.467406090521373,1
"RSPO4",-1.51837035569968,-3.51575207366969,-0.0813852311970039,0.467584724736505,1
"CDH6",1.5161032488556,1.68698393750519,0.0670220030281999,0.473296018945848,1
"TM4SF1",1.51044948364096,5.89409759461858,0.0657213602840414,0.473813487250441,1
"CLDN18",-1.51549840290101,-3.62896200704616,-0.0657201184305284,0.473813981350428,1
"PLEK2",-1.51355234752662,2.02643811681267,-0.0614005555895024,0.475532857977398,1
"CYP4A11",-1.51345590923165,7.67458709570723,-0.0509155448456811,0.479706978374969,1
"SLC16A8",-1.50624057092799,-2.92101441723696,-0.0423382443470066,0.483123314118003,1
"RELN",-1.51299199944584,3.68720862415791,-0.0388707138013646,0.484504797425965,1
"CARD14",-1.50581070491962,-1.16393511101782,-0.0381521543756569,0.484791099357525,1
"PEA15",1.50262953796713,6.39308221053625,0.0368027199613053,0.485328787479538,1
"BMF",1.50730919682216,3.08585307709562,0.0353580079236046,0.485904469027169,1
"ANXA13",1.51280896707704,2.40233062341199,0.0294963940909359,0.488240465033361,1
"PYCARD",1.50614354331817,3.05945976580556,0.0263479305176464,0.48949537672258,1
"ITM2A",1.5044683650658,1.69675001060279,0.0212073377618399,0.491544527992587,1
"ABCA5",-1.50150476015924,5.46792402062473,-0.0167488999031288,0.493321940814874,1
"CD24",1.50526204711734,5.53995448110648,0.0159114030984813,0.493655835450512,1
"FAM166B",-1.50199140107985,-1.67607820427826,-0.0152017665188072,0.493938758055385,1
"VPS72",1.50114378638084,4.86374724309219,0.0150974238858807,0.493980358327703,1
"TBC1D2B",-1.50079161955314,5.70328209653559,-0.00876800708190256,0.496503933866804,1
"MRPL24",1.50063271427901,6.5057727239286,0.00784119788901966,0.496873472317643,1
"CD68",1.50106819410928,5.98609527674426,0.00769391297778485,0.496932198186607,1
"CLEC12A",-1.500369406589,-0.856705954044709,-0.00239285986161329,0.499045884012538,1
"CLDN2",-1.50028469006777,4.50949099568776,-0.00104515265917035,0.49958326116413,1
"FERMT1",1.50007521888838,0.1091259247546,0.000220349803353174,0.499912138828968,1
"SARM1",-1.49988555185152,2.83842625774232,0,0.500502288080688,1
"SLC1A3",1.49917174517151,1.85458958946383,0,0.501595670444671,1
"ZNF418",-1.49901076622452,0.393864103599062,0,0.502568416141545,1
"AKR1C3",1.49866516964359,8.1967993518588,0,0.505257148074956,1
"IL1RN",-1.49744195502748,5.24846237588886,0,0.505777170860391,1
"CLEC18B",-1.49730210926403,-2.04250706771998,0,0.505891966660729,1
"CCDC74B",-1.49655641185989,-2.65333190986257,0,0.507441866808568,1
"SCIN",1.49512223845533,-1.98975187961562,0,0.508026926752414,1
"GABRR3",1.49153708613082,-3.45717894006922,0,0.510426570506237,1
"TUB",-1.49383436826196,0.247323592698993,0,0.510489386222332,1
"TRIM50",1.48839779925345,-1.58596427719185,0,0.511381672949059,1
"NTN5",-1.49522091800485,-2.39659611766544,0,0.512122467061516,1
"LAMA3",1.49055975823171,3.19804401452446,0,0.513124103985331,1
"PCDHB8",1.49052759697339,-2.67841377623037,0,0.513128735829529,1
"RNF157",1.49016414999801,2.85308512287776,0,0.514326654181101,1
"CTTNBP2",-1.49039080529733,-0.488769374053247,0,0.515802661771215,1
"GPR162",-1.49347695413239,1.15764477606522,0,0.517635637195704,1
"PRPF6",1.49756717129476,6.57153721789254,0,0.518101923066629,1
"LRG1",-1.49107305605307,8.71001617676438,0,0.518969630824755,1
"SPATA1",-1.49463608162425,-1.65563181065685,0,0.520188896740244,1
"SMAD9",-1.49280167732872,0.441065712132541,0,0.523499933932923,1
"OAT",-1.48595423482656,4.58486160357848,0,0.525402376905365,1
"PRAME",1.46792959033587,-2.49544881053422,0,0.525809739922057,1
"F11",-1.48662567178248,5.75234475434172,0,0.528795809437885,1
"HOXD3",1.48285131354077,-3.37941928359196,0,0.530755430172427,1
"WNT3",-1.4928054478625,2.98758162784448,0,0.531224080004061,1
"ZBTB21",-1.49295732897583,3.71669339840685,0,0.531830475347974,1
"TMEM178B",1.47466497874951,-1.20708704983487,0,0.5325170884981,1
"C16orf96",-1.48490161109338,-2.44203919141093,0,0.53384976803456,1
"OLFM1",-1.48350195445048,0.485067601126692,0,0.534773322056088,1
"KIF24",1.48604198670836,0.497341651012576,0,0.538421320728664,1
"IFI27L1",1.48646424542493,2.56431985068738,0,0.538764161359683,1
"ANKRD36",-1.48929770624973,0.895619838855028,0,0.539621287932313,1
"FANCB",1.48317324350151,-2.03812477094244,0,0.540194076627874,1
"GUCY2C",1.46003352416579,-1.93727488108533,0,0.540868276324359,1
"CCDC173",-1.48353705993575,-3.08852085341582,0,0.540872581086511,1
"CAPS2",-1.48796505247318,-0.187633633936006,0,0.541056893670625,1
"GLDN",1.46594667167096,-0.477972636230099,0,0.541264690575159,1
"ARMCX3",-1.48273788659593,4.0028461034095,0,0.541491959150154,1
"NGF",-1.48442162035926,-0.728075091868583,0,0.542436072944328,1
"TXN",1.49040559418836,7.65400385406629,0,0.543893355785183,1
"LPL",1.47905724755506,1.02727424009505,0,0.5469345867648,1
"FCGR2C",-1.47673821643085,-0.251888749182804,0,0.54750459927819,1
"OBSCN",-1.47620508334903,1.88577364582333,0,0.548406361063989,1
"UBQLNL",-1.47961831162625,-1.61583640376035,0,0.552069805229075,1
"CABYR",1.45768595523718,0.207426865754689,0,0.552122686066827,1
"LGALS4",1.46114386630013,6.52370567396262,0,0.55364901927668,1
"GOLGA6L9",-1.48905593286531,2.34086905700973,0,0.554007538902614,1
"FOXRED2",1.48313201438261,4.47010316570405,0,0.555228985664287,1
"ORM2",-1.47052406320252,9.86984249239663,0,0.55533326765345,1
"CYP3A5",-1.4723379818092,7.5928699700762,0,0.555990637973882,1
"NKX3-1",-1.47779134004216,0.524780557257968,0,0.557900604981087,1
"TM4SF19",1.4569525192402,-3.0320685041188,0,0.558454927363165,1
"AP1M2",1.43084356597008,0.449600222443686,0,0.558474988492163,1
"AOX1",-1.46294098903488,8.62495443400437,0,0.559144960301705,1
"MMP17",-1.46556952519135,-0.862961333635156,0,0.559539241669336,1
"SLC17A2",-1.46267002092298,4.43032229707237,0,0.563461589792722,1
"AOC1",-1.45388834261007,-0.956557466996042,0,0.563819772299567,1
"ATAD3B",-1.48560972401448,4.15624160850181,0,0.56584128541518,1
"SLC30A2",1.43697142063138,-2.37767964291539,0,0.567206288645172,1
"FMO1",1.43927006962957,-0.665464803686582,0,0.568649732469669,1
"ADH1B",-1.45053614783667,9.73872966049056,0,0.568817869559688,1
"SSX2B",1.43597139620969,-4.39603845939375,0,0.569110009598801,1
"MROH2B",-1.45226828413566,-3.11278041022227,0,0.569258180671225,1
"TGFB2",1.45776740528209,0.679650385993439,0,0.569382070210524,1
"TNFRSF10D",-1.48038784177408,3.51171794684913,0,0.569408016364064,1
"ABCG4",-1.47410292804151,-3.37926899946323,0,0.569805814379708,1
"PFKFB3",-1.4700113173402,4.33566763760056,0,0.571426606537849,1
"HCAR3",-1.44968997521696,-1.36279113661599,0,0.574064112926353,1
"FGD2",-1.47677947343381,1.90510989728562,0,0.575243491238422,1
"ZSWIM5",1.44818514907699,1.52553402401378,0,0.575802959519991,1
"HACD1",-1.46092542443196,-1.30551333227769,0,0.578015140146503,1
"TRMT11",-1.48517437768166,3.43192215922245,0,0.579462438427871,1
"HOXD10",1.44298411618002,-3.64975579908771,0,0.580005202271805,1
"GDPD1",1.46792005149954,-0.277451260687507,0,0.583277071841325,1
"EMCN",1.46211453116329,2.53099611190551,0,0.583389083004842,1
"CPA3",-1.44605201408581,-0.826302654969153,0,0.584915019001201,1
"IL1RAPL2",-1.44884544100522,-3.15888359971594,0,0.586509716283863,1
"PSMB9",1.4661457244885,4.66991499362545,0,0.58701690412111,1
"NOTCH3",1.46289616329119,4.69017079331093,0,0.587096851118139,1
"GSDMC",1.44566898577458,-2.90196304848492,0,0.587257185078526,1
"TRHDE",-1.42592071803068,-1.56095557231264,0,0.588817023693726,1
"PSPH",1.46631543265787,3.58113586877576,0,0.588868540734579,1
"ITGA2",1.44517459827656,1.82036214121572,0,0.589662934089502,1
"LGI4",-1.46587933833325,1.76405538797918,0,0.589992099122592,1
"TPBGL",1.44655187389195,-1.82260929435972,0,0.590011411099456,1
"PCDHAC1",-1.43720199973665,-3.71857860902754,0,0.590863062431332,1
"ACOT12",-1.44432896857717,4.28746458202752,0,0.591093064817788,1
"EFHD1",-1.45844463180963,3.41522646935989,0,0.591299637027943,1
"PHYHIP",-1.46330536486411,-1.34858894651058,0,0.592356555417686,1
"CNTF",-1.47058996023746,-1.75423334617983,0,0.593093483863168,1
"CDC20B",1.43821599329338,-4.16690834898344,0,0.593498643313932,1
"DTNA",1.4349298786362,3.0625937670429,0,0.593667722069992,1
"CDH15",-1.42690651554032,-1.16220312398211,0,0.593913119585792,1
"C15orf62",-1.47675660256893,0.835999457654915,0,0.594889582161772,1
"NRBP2",-1.47067147772483,6.67906795105982,0,0.595376318755916,1
"IFI30",1.47321054380362,6.82329618870913,0,0.596597435694163,1
"NKAIN2",1.41882869735388,-2.83712179522768,0,0.597393229199977,1
"PAK3",-1.43202085321939,-2.33293038202154,0,0.59994047203467,1
"LMO3",-1.45481627331614,-2.19200073968594,0,0.604130307394334,1
"MAGEB2",1.39199765421332,-4.20877506339268,0,0.605247775242388,1
"ADAMTS18",1.43333060900783,-3.80886657491066,0,0.605972045727549,1
"RNF175",-1.45476811435122,-3.10004920299203,0,0.607478442293817,1
"KCNQ1",1.44618602316083,1.69704013991987,0,0.608733158600294,1
"TMEM119",1.42436112838115,0.344511023999744,0,0.609362130481392,1
"GNLY",-1.455818547185,1.23565649226229,0,0.610142583729597,1
"ANO5",-1.43594922505997,1.53145183162283,0,0.610396867671758,1
"IGDCC3",1.41094269024058,-4.06501258955609,0,0.611985258097042,1
"VNN1",-1.42016146382925,5.66348278188823,0,0.612525875665729,1
"PRSS12",-1.4193520539645,-1.1875739698808,0,0.612902591495003,1
"KCNH4",1.43765315736261,-2.77156212925085,0,0.614074964321609,1
"FGF7",-1.44219097616563,-0.240379950489402,0,0.615387954657205,1
"SLCO1A2",-1.43804510433358,1.10724039648986,0,0.617523113100481,1
"DRD1",-1.42185834151305,-1.92047293338616,0,0.61823544316693,1
"TMC7",1.44904356563294,0.335611114442124,0,0.618602505852222,1
"SS18L1",-1.47372495512564,5.01360460336538,0,0.618905967535412,1
"ZNF80",-1.44418924120338,-3.62646244565178,0,0.619171370847837,1
"HS3ST3B1",-1.45284197589564,4.58770706509614,0,0.619897268655642,1
"DNAH5",-1.42647194634602,0.786505510574885,0,0.620199636041335,1
"FBP1",-1.43769302144772,7.34083229226682,0,0.622451590114032,1
"FAM171B",1.44500593293666,-0.342638415876855,0,0.62291798571282,1
"AMIGO3",-1.41059261648912,-4.16219330375209,0,0.624085983058237,1
"ITGA9",-1.45925815640283,3.22054487821787,0,0.624230414089793,1
"GJB5",-1.44078950025532,-3.4640808659293,0,0.625890760365593,1
"RALYL",-1.42552736211053,-4.2846633678373,0,0.626069580146366,1
"RASGRP4",-1.46457383490979,-0.0109724254063999,0,0.627667249961905,1
"S100A10",1.46091997214549,6.4574817124567,0,0.628020772855925,1
"DDX53",1.39199503547724,-4.36769213275268,0,0.62924081767016,1
"PLXDC1",1.44031128917063,1.93882193563908,0,0.629572696888987,1
"NTNG2",-1.44483564813616,-1.70361849791584,0,0.630613281642077,1
"PRODH2",-1.41864960375153,5.75552790802276,0,0.630932110468962,1
"PTK7",1.40570493378667,2.17271248137186,0,0.63162681245899,1
"CFAP221",-1.4153145121538,-0.554773164363341,0,0.631983512096677,1
"HECW1",1.41480113759097,-2.61229132439588,0,0.632132392310202,1
"CAPRIN2",-1.47746805177043,3.66951628511846,0,0.634870171696194,1
"BTAF1",-1.47117133429169,4.60457325386748,0,0.635423676644795,1
"PRAMEF4",1.35971670329004,-3.61933378620878,0,0.635823403930334,1
"SEMA3E",-1.38805749705422,-3.18838471097156,0,0.635855169769057,1
"EBF1",1.44470519128629,0.974255958077578,0,0.637122101400436,1
"LGR6",-1.41746015231766,0.433781716868582,0,0.638742759992818,1
"SLC4A10",-1.43368423046883,-3.2002676912048,0,0.63936567701958,1
"RPS4Y1",-1.31046543708185,3.37351553361194,0,0.639522022626217,1
"DACT3",-1.44225036980357,0.437936242307499,0,0.639999539787785,1
"NENF",1.46534905150391,5.67724945926484,0,0.64022351957862,1
"RYR2",-1.41131673468364,-1.52314004052873,0,0.640597752807369,1
"PRR26",-1.43130813258763,1.8225975767674,0,0.64090659092996,1
"ACAP1",-1.45540192483858,2.25303279724716,0,0.641526565343505,1
"FHOD3",-1.401993029494,-0.435345175280377,0,0.641693910221355,1
"CCL22",1.41429162154558,-2.03259089986129,0,0.64238913199905,1
"SIT1",1.42500680857273,-0.821438972582698,0,0.642476478194587,1
"UGT1A4",-1.37476965265509,6.63987010256504,0,0.643298254018764,1
"TWIST2",-1.4126894836628,-2.36732249567754,0,0.643579573691611,1
"HIST1H2AI",1.41805057810874,-3.8151759830818,0,0.643770509045435,1
"PHYHIPL",1.39275071954115,2.29684859192117,0,0.643837817145495,1
"PCDHB2",1.39934768748702,-1.23073904753833,0,0.644422103791723,1
"CRYAA",-1.35914225182906,1.01321061645544,0,0.644899297900884,1
"CYSTM1",1.4676012473095,5.68262809480639,0,0.646440907645103,1
"MLPH",-1.43412168811796,4.41954376348007,0,0.646894249979344,1
"ACADS",-1.46002813311441,6.4802469820041,0,0.648499120018737,1
"AMDHD1",-1.4319229919305,5.61298018709286,0,0.648588469580975,1
"ASPDH",-1.39699396859483,4.26984469477419,0,0.648962257086797,1
"SH3BP2",-1.46784058128415,5.35590971903474,0,0.649953322276536,1
"FAM20A",-1.45531648733678,6.32583147245871,0,0.650504214549382,1
"COL4A4",-1.43391722250591,1.30409346580269,0,0.650648744101463,1
"ACTL8",1.36692605231128,-4.18814905616995,0,0.651308082192656,1
"FUT6",-1.40780797382662,2.57151758130736,0,0.651428377055286,1
"GRB14",-1.45598347469196,4.77597955625021,0,0.651570468209352,1
"CTH",-1.41965515728418,5.08335108277863,0,0.651774045606618,1
"MSH2",1.45799554190219,3.57733884774098,0,0.652834935420482,1
"TPH1",-1.43551981834137,-2.37705331365608,0,0.653472505823048,1
"RAB33B",-1.46993079147753,3.51248025274427,0,0.65405908658969,1
"TTC39B",-1.45693704318252,2.93338919176674,0,0.654326676025754,1
"HELLS",1.42697924741436,2.04576059059079,0,0.655582957097044,1
"RTP4",1.42571346092184,2.46876412109024,0,0.656820058855509,1
"MAGEA2",1.33481492285665,-4.29899488065722,0,0.658624211546462,1
"LMNB1",1.43074070273464,3.828055487777,0,0.659086069407283,1
"PBXIP1",1.47309476080644,6.5011198849286,0,0.659620018949741,1
"TNNC2",-1.43919301863738,-1.81699423975421,0,0.66019972759402,1
"LTBP4",-1.43652214684305,4.79147393613256,0,0.662320168402766,1
"LAIR2",1.40737809746767,-3.48034533078883,0,0.662995304306889,1
"CEACAM19",-1.45131295507676,2.67199255650234,0,0.663036901514392,1
"ZFP36",-1.44840142092017,6.79140225856989,0,0.665179629417017,1
"PLCB2",-1.45396574792236,2.83714120660099,0,0.66642704984019,1
"SLC2A5",1.35348889203203,0.357244322898074,0,0.66710363311454,1
"HSPE1-MOB4",1.39096449317736,-0.271145924623811,0,0.667704150810912,1
"CIB2",1.40686779379111,0.288198814181262,0,0.668836091427517,1
"DACT1",-1.42690890036949,0.826968920227949,0,0.669665669919658,1
"SSC5D",-1.41980317892422,0.658303250631316,0,0.670724830894562,1
"ADCYAP1R1",-1.41032337505338,-2.06168596304061,0,0.672571006887555,1
"HLA-DOA",1.40292987198075,2.30460727029315,0,0.67351920561247,1
"RPS21",1.46079967817293,7.58096928419238,0,0.67407864108716,1
"TNFRSF19",1.35444045167445,0.913510735455042,0,0.674168471657217,1
"VASH2",1.40250284923184,-0.187237236200724,0,0.67426701532388,1
"ARSJ",-1.41686041478073,0.588822241698433,0,0.676454366840719,1
"MAGED2",1.47043120646201,6.47518585238238,0,0.677473533287216,1
"SPRN",-1.45253820307358,2.5954050085781,0,0.677662619693141,1
"B3GNT3",1.30786311451526,1.45851805714538,0,0.679857144665682,1
"HLA-F",1.43298582673877,5.95286782325699,0,0.680667418784801,1
"TUBA1B",1.45324165672885,8.02748418730324,0,0.681108349171495,1
"LILRB1",-1.43769648758123,1.37413616856808,0,0.681338463777452,1
"ERICH5",1.2831610659365,3.44271734793213,0,0.683857472828029,1
"TMEM61",1.36374392701178,-3.21038268238716,0,0.684205175553085,1
"ACP5",1.39034759928786,4.3097198446751,0,0.684571320663527,1
"SPOCK1",1.34762521580797,-0.642888625770737,0,0.686651191883144,1
"RGS7BP",-1.38293999635264,-2.28552345550136,0,0.687068109367161,1
"SPINK1",1.21991461688487,4.6819132299121,0,0.687674468174994,1
"SGCD",-1.38697146351178,-0.0565706358472282,0,0.688674417400255,1
"ZFP92",-1.40510648547212,-0.314860455855995,0,0.690543646261479,1
"CKLF",1.44417646697809,3.30342658777208,0,0.690927451537887,1
"CD300E",-1.4186980796355,-0.491870517769451,0,0.692542850245409,1
"CD207",1.36851751962184,-3.06008621755526,0,0.692563635559779,1
"OMD",-1.372994417547,-2.51913871370096,0,0.692979347119915,1
"ATRNL1",-1.35462160315702,-0.55327211120155,0,0.695265336003976,1
"SYCP2",-1.42715200997244,-1.27939919588953,0,0.695375400856405,1
"MASP1",-1.42409379013336,6.53800129467878,0,0.69570260899344,1
"SLC43A2",1.41349701519618,3.53316762137191,0,0.696504849120039,1
"WNK4",1.31680391591854,0.157477147529359,0,0.6974460341188,1
"HLA-DMA",1.40758541707173,4.83966905309726,0,0.698677757192798,1
"SYNE3",-1.44949544119397,2.75184225511767,0,0.699103451687188,1
"LRRC75B",-1.44072685037165,4.42659876079503,0,0.700566733516653,1
"NDUFB9",1.45605283600584,7.42826627224957,0,0.700941226527872,1
"LIN9",1.43495369102387,1.39111981356067,0,0.701495527982555,1
"SYTL3",-1.42845271682616,0.159289397766525,0,0.70546999687023,1
"PCDHGA12",-1.38228179962586,-0.609449632748644,0,0.705547739185363,1
"INHA",-1.35591907330362,-2.47714436340484,0,0.706774557505559,1
"FLRT2",-1.38067502603296,0.692651252714612,0,0.709677837621562,1
"SORBS1",-1.44974146613328,5.57660337767771,0,0.710708782204553,1
"OSR2",1.32669783015334,-1.82538700903476,0,0.710768979916053,1
"ZNF683",1.36995116128355,-1.94505593592343,0,0.711177094488001,1
"TMEM145",1.35379854073616,-1.98178953058259,0,0.712765717619689,1
"ZIC4",-1.31124485913257,-1.57317611725075,0,0.712994480309068,1
"PDE8B",-1.44759458821291,1.22901915154539,0,0.713366712989308,1
"C22orf15",-1.42316473818044,-2.75031207231043,0,0.713550800442082,1
"H2AFJ",1.43491623898207,5.46665122765766,0,0.714467788688377,1
"HLA-B",1.43278595046304,9.49869513790216,0,0.715137631259173,1
"KIRREL3",-1.39691052421899,-3.12819505948655,0,0.715588731438858,1
"HIST1H2BK",1.40184159066149,4.04090542156016,0,0.716336410213127,1
"YBX2",-1.35252360855511,0.688470617596348,0,0.716544179074628,1
"EREG",-1.3268498052774,-3.25106868829054,0,0.718079008766289,1
"BGLAP",-1.41383866179677,-0.970217609888334,0,0.718497759100052,1
"DYNC1LI2",-1.44060815111017,5.08206914686541,0,0.719207926956442,1
"ALDH1A3",-1.3726030231081,0.85066721882617,0,0.719641950019203,1
"RAG1",-1.40139496547469,-0.964683898273378,0,0.720820568151403,1
"PRKAA2",1.29745218898238,2.23424986545523,0,0.723341581413161,1
"MICALL2",-1.44244729491389,4.30457732631185,0,0.72377437382019,1
"CEMIP",1.31932869170368,0.356383980204618,0,0.723950164069858,1
"COX6B1",1.45154199017431,7.38827546482326,0,0.724158885640365,1
"TSACC",1.40300718545806,-0.605583629474479,0,0.728664897914015,1
"FZD2",1.37890302489367,-1.04129646828348,0,0.728673551515138,1
"IGSF9B",-1.39666550161783,-3.63833358437995,0,0.72886936756503,1
"ALX3",1.30109484412784,-4.54559678622389,0,0.729167122942909,1
"SLC38A6",1.43424604908649,2.57182535151362,0,0.729564713783996,1
"MCAM",1.42339654286094,5.08703016712607,0,0.730949115131964,1
"AGTR1",-1.40849284241938,4.91315948974429,0,0.731105983021906,1
"MARCKS",1.4259430011123,5.67635305759305,0,0.73112634136614,1
"PKNOX2",-1.38112252099418,-1.20554842461656,0,0.731547129941586,1
"PABPC1",1.45028045034475,9.2032047270937,0,0.733248116555444,1
"ARHGAP28",1.35497828563377,-0.9852587131075,0,0.73338208515112,1
"EFNA5",-1.3332772749497,-0.938478081372032,0,0.734107996919921,1
"GLTPD2",-1.38322187707209,3.69070980147273,0,0.734286337001126,1
"DCAF8L2",1.3039049754537,-4.59376394319748,0,0.734728434952005,1
"CLASRP",-1.46344828294113,4.97236740669073,0,0.735697785550386,1
"SCTR",-1.31575608100421,-1.36383857908201,0,0.735862481058056,1
"CPZ",-1.31760444893694,-0.707756975047989,0,0.735950413232213,1
"FBLN7",1.37814842965983,2.95242019206699,0,0.73606829509106,1
"KCNK13",1.33774955739932,-1.55455891999181,0,0.736227260830056,1
"DDX25",-1.38225218508118,-3.19001844078254,0,0.736306912580612,1
"PLA2G4C",1.38564978715599,3.68734991802673,0,0.736425069427439,1
"UGT1A5",1.22823293324879,-1.2266338035047,0,0.736560304946026,1
"EPPK1",1.27235194664393,2.24425924372733,0,0.736619670064622,1
"CAMK2A",-1.3460314815685,-2.63785594110122,0,0.736728040235398,1
"APLP1",1.32993038978628,-0.31104371498195,0,0.737009234934935,1
"CLDN19",1.29761781632974,-2.83778127712644,0,0.737501598711773,1
"NPIPA1",-1.45782977105378,5.11444321395811,0,0.737534662629215,1
"ACSM2B",-1.34607359975921,7.83224099153182,0,0.739081135099012,1
"MT3",-1.31420961655605,-3.45463209072099,0,0.739777566548407,1
"ZNF841",-1.43810204455862,2.38919159424391,0,0.740729684816343,1
"LRRC37A",-1.41949105336745,0.647142868768091,0,0.742238386293515,1
"CNNM1",1.25160568289451,-0.239345206700723,0,0.744892072792878,1
"PRICKLE2",-1.39603248724185,1.82038752705902,0,0.745343546924608,1
"GIPR",-1.36851902974146,-1.33405883419549,0,0.745609034820202,1
"IGDCC4",1.31270977642813,-1.95030828008941,0,0.745656403371369,1
"GFOD1",-1.44141612906199,3.54933739652253,0,0.745827972506561,1
"ROMO1",1.43613898726962,5.71604831388381,0,0.747181344471243,1
"KCNH3",-1.35497661215417,-1.9543531546125,0,0.74896170347812,1
"CYYR1",1.3990085431873,2.38004786493998,0,0.749164761432748,1
"GBP7",-1.30547876122092,3.6881247179821,0,0.74986676269904,1
"SLC22A3",-1.38790136431998,4.64102845574338,0,0.750326000310835,1
"ST14",1.32969570115023,4.44202765538981,0,0.75156282604556,1
"PBLD",-1.39224923391443,6.13346467710715,0,0.75187894768127,1
"POFUT2",-1.4598878976509,4.37600055041091,0,0.752624290350472,1
"AHRR",-1.39738842738675,-0.860685000626777,0,0.752708477668558,1
"HOXC9",1.28426754229864,-4.06655541058594,0,0.75349262511707,1
"SPATA25",-1.41512664472194,-0.976534286915949,0,0.753543662032783,1
"BCAP31",1.45508384924327,7.88793196168813,0,0.753655723951137,1
"MALL",1.358101602925,2.87545505383649,0,0.753948877056893,1
"AGPAT2",-1.41370038342922,6.9378762402486,0,0.754200612137952,1
"FAM129C",-1.39530398803033,-1.95883521986287,0,0.754792382618095,1
"SF3B4",1.4535814666917,5.8386029276085,0,0.754957189905642,1
"ARHGEF10L",-1.44443558291063,6.69632270712701,0,0.75501103018402,1
"ENKUR",-1.37950186259921,-2.30696910923483,0,0.757096609316094,1
"UGT3A1",-1.23829526387523,3.8560659238613,0,0.757575248470571,1
"DRC7",1.36209838138508,-1.22928624572381,0,0.757645110372833,1
"CHURC1-FNTB",1.25656413014573,-2.39189864537672,0,0.759196700595683,1
"TMEM59L",-1.3676995916437,-2.9293356823,0,0.759723342180187,1
"HIST1H2AM",1.37803594536954,-3.23645636738649,0,0.760315745551676,1
"LILRA1",-1.40456418415293,-0.997479173040821,0,0.764806637189591,1
"SCARF1",-1.45012073701224,3.27005054279028,0,0.766338091743217,1
"MSR1",1.35779583964071,2.50648082172128,0,0.767102353444368,1
"SLC3A1",-1.27124267878418,1.1140245891627,0,0.767328916586472,1
"GPX7",1.33454920640211,1.64826302191101,0,0.76760846667822,1
"HCAR2",-1.34463454215347,-1.12566534604333,0,0.768284721466344,1
"LSAMP",-1.31744196425131,-1.97992348473211,0,0.768493116005466,1
"CADPS",-1.29868504225618,-3.16877155571855,0,0.769354111069692,1
"JAKMIP3",-1.35282614018345,-1.94969146736413,0,0.769613231606595,1
"MCTP1",1.34504164907804,1.56901156752192,0,0.769973438697787,1
"KCNE5",1.28910593513784,-1.95388648565615,0,0.770302684665485,1
"PTK6",-1.3340240984467,1.249763727532,0,0.770520510488872,1
"HMGN5",-1.37963622691947,1.68389265370651,0,0.771565195412926,1
"ABCC3",-1.40926960912565,7.31646276523597,0,0.772393777167986,1
"ANKRD22",1.26688536497766,-1.56874627079507,0,0.773760189068763,1
"LGSN",-1.28416910361012,-0.681921348426258,0,0.773995172996507,1
"ITIH4",-1.35729074825973,10.6964032952167,0,0.774523234279265,1
"ZBED2",1.30223905108884,-3.51598065864686,0,0.774761606094755,1
"BCL2A1",-1.36738199030494,0.214953249228735,0,0.774934387533528,1
"PKP3",-1.28400596924484,-1.7195684428589,0,0.77538583646704,1
"WDFY2",-1.45110602943024,3.70366259641928,0,0.776852034615297,1
"VCAM1",1.28733689765816,3.82125632669102,0,0.777493081315813,1
"DNASE1L2",-1.36856282417195,-0.917857212897828,0,0.779107209819308,1
"VRK1",1.42113949684813,2.28220996576056,0,0.779836505684029,1
