"","logFC","AveExpr","t","P.Value","adj.P.Val"
"ACTA1",-4.9006670047349,-1.87682969924065,-20.1976438412614,1.43007360096928e-69,2.10366474987027e-67
"YJEFN3",-3.14920534803969,1.64664539034399,-20.1890160171083,1.58529261713189e-69,2.31060034939214e-67
"PRSS53",-2.97137135638083,1.0715742111522,-20.1729789833208,1.91991441332706e-69,2.77288002586609e-67
"SRSF5",-2.26165155748955,7.31974446652941,-20.1054411475046,4.29955027746489e-69,6.1537797529806e-67
"LIPF",-11.3149588357271,4.13502084343987,-19.9439947696954,2.94820741193163e-68,4.18197956726408e-66
"MPPED1",-4.65256918913355,-3.03724025664553,-19.9428171836731,2.98986932964373e-68,4.20354460531415e-66
"GPX3",-3.86246088250049,6.44197335129007,-19.8895530256215,5.63937546239945e-68,7.85901385711755e-66
"DPP10",-5.28717605481835,-2.08085468082802,-19.8212842215713,1.27126512865052e-67,1.75622513903224e-65
"CELF6",-3.58320739963046,0.310715740165407,-19.8114129952429,1.4297466606857e-67,1.95813665502704e-65
"GABBR1",-3.31603741648709,4.29588040139041,-19.809664817471,1.45980437072761e-67,1.98221470408116e-65
"ZNF385B",-4.39657132572996,1.15771535666583,-19.7412743241787,3.29346799783557e-67,4.43418017640794e-65
"ACSM5",-4.03557554877043,-0.584414535665693,-19.6972838762051,5.55668210689379e-67,7.41840408674132e-65
"MKI67",4.79652706657075,6.3631292592074,19.6856421370243,6.38139245079466e-67,8.44843182214789e-65
"GOLGA8B",-3.44811529683336,5.42775851526508,-19.6812122668814,6.72639828162348e-67,8.8315941735663e-65
"HSF4",-2.92146301951204,3.24214789172464,-19.6361133822988,1.14954423607588e-66,1.496951580208e-64
"NEIL1",-2.90025097294147,3.60000357415931,-19.6019142097769,1.72562530605106e-66,2.22886253961246e-64
"ETNPPL",-6.5382038778551,-2.36432550380432,-19.5824520562486,2.17428561630835e-66,2.78571577308797e-64
"GPR17",-4.33317772084774,-0.483625310821245,-19.576441026893,2.33513782233058e-66,2.96786676666927e-64
"TMEM100",-4.4917390826878,1.39743670382369,-19.4939327905098,6.21682522848697e-66,7.83862717499782e-64
"SIGLEC11",-4.42253175876396,-0.143637749097575,-19.4192642635312,1.50693552425404e-65,1.88509328140346e-63
"CELA3B",-5.65381876683813,-2.30062965781632,-19.3600446490439,3.03976112142673e-65,3.77286601063331e-63
"PHF21B",-4.45232843919387,-2.66168533521163,-19.32214536897,4.76172737135191e-65,5.86430718981921e-63
"PRR11",4.5188604760985,3.23499532480593,19.3152857026379,5.16459879626309e-65,6.31153700586398e-63
